order_id,customer_id,product,city,amount,quantity,order_date
1186,511,Webcam,Bandung,969.7,3,2026-04-16
1187,949,Headset,Makassar,923.85,1,2026-05-26
1188,495,Webcam,Surabaya,490.53,4,2026-06-26
1189,82,Mouse,Makassar,493.43,3,2026-04-30
1190,530,Laptop,Makassar,18678.99,1,2026-03-04
1191,484,Webcam,Jakarta,947.26,5,2026-05-29
1192,320,Headset,Jakarta,1836.09,5,2026-01-03
1193,481,Monitor,Makassar,5624.22,5,2026-03-26
1194,432,Keyboard,Surabaya,575.97,1,2026-06-27
1195,946,Headset,Surabaya,1535.85,5,2026-03-08
1196,63,Webcam,Medan,862.51,5,2026-01-14
1197,673,Keyboard,Makassar,235.49,4,2026-01-22
1198,130,Headset,Jakarta,1747.46,3,2026-03-06
1199,136,Headset,Surabaya,767.87,3,2026-01-04
1200,760,Laptop,Makassar,10095.37,5,2026-02-08
1201,675,Monitor,Surabaya,5231.36,3,2026-06-29
1202,242,Monitor,Bandung,5197.49,1,2026-03-29
1203,87,Mouse,Makassar,473.58,2,2026-05-07
1204,771,Monitor,Medan,2951.79,4,2026-06-13
1205,172,Mouse,Makassar,393.74,3,2026-01-14
1206,658,Keyboard,Jakarta,268.28,4,2026-04-13
1207,488,Keyboard,Medan,1170.0,5,2026-03-01
1208,389,Webcam,Medan,779.67,2,2026-05-16
1209,892,Monitor,Jakarta,3155.17,4,2026-04-08
1210,695,Keyboard,Makassar,1087.74,1,2026-01-25
1211,940,Headset,Surabaya,1925.51,4,2026-06-06
1212,941,Webcam,Surabaya,667.97,3,2026-01-26
1213,262,Webcam,Makassar,712.92,2,2026-06-22
1214,603,Mouse,Makassar,234.96,2,2026-03-22
1215,561,Laptop,Jakarta,17980.27,1,2026-04-16
1216,101,Headset,Jakarta,1465.35,3,2026-02-26
1217,743,Keyboard,Surabaya,451.0,1,2026-06-08
1218,95,Laptop,Makassar,15879.27,2,2026-06-03
1219,654,Laptop,Jakarta,9036.64,5,2026-02-03
1220,385,Webcam,Makassar,1042.56,2,2026-01-29
1221,713,Mouse,Surabaya,217.83,1,2026-06-13
1222,465,Keyboard,Medan,1099.89,3,2026-03-07
1223,166,Laptop,Surabaya,17325.27,4,2026-04-10
1224,341,Laptop,Surabaya,19467.27,3,2026-02-15
1225,452,Laptop,Medan,19753.06,2,2026-06-06
1226,403,Mouse,Medan,143.37,5,2026-04-21
1227,224,Headset,Jakarta,1851.44,3,2026-01-27
1228,36,Laptop,Jakarta,14856.13,3,2026-04-25
1229,20,Monitor,Bandung,4611.46,1,2026-01-10
1230,681,Monitor,Surabaya,2606.43,3,2026-04-11
1231,589,Laptop,Makassar,16491.27,4,2026-05-03
1232,447,Monitor,Jakarta,4160.51,1,2026-04-09
1233,978,Webcam,Medan,496.96,5,2026-04-02
1234,342,Webcam,Surabaya,720.49,1,2026-04-04
1235,548,Keyboard,Jakarta,1293.54,3,2026-06-15
1236,208,Mouse,Makassar,115.73,4,2026-06-19
1237,196,Keyboard,Medan,1365.4,3,2026-05-05
1238,87,Webcam,Medan,988.26,2,2026-01-10
1239,198,Laptop,Makassar,10861.82,4,2026-01-17
1240,812,Headset,Surabaya,1149.46,4,2026-01-05
1241,38,Keyboard,Jakarta,639.03,1,2026-04-14
1242,122,Mouse,Makassar,283.35,5,2026-02-08
1243,759,Headset,Bandung,1872.19,1,2026-02-06
1244,501,Webcam,Jakarta,776.98,5,2026-01-12
1245,249,Webcam,Bandung,411.49,1,2026-03-20
1246,841,Laptop,Medan,15334.71,5,2026-01-17
1247,838,Laptop,Jakarta,13965.72,5,2026-02-26
1248,65,Mouse,Medan,234.94,4,2026-03-25
1249,124,Webcam,Makassar,836.71,3,2026-02-24
1250,783,Laptop,Makassar,10081.37,1,2026-01-31
1251,281,Mouse,Medan,167.22,3,2026-05-22
1252,169,Monitor,Bandung,5702.7,1,2026-02-04
1253,103,Webcam,Makassar,700.9,2,2026-01-05
1254,901,Monitor,Jakarta,2025.4,2,2026-01-23
1255,724,Webcam,Makassar,1109.53,4,2026-06-27
1256,827,Monitor,Bandung,2824.64,3,2026-05-14
1257,462,Monitor,Bandung,5752.36,5,2026-06-27
1258,39,Headset,Bandung,1519.24,5,2026-01-23
1259,643,Keyboard,Surabaya,744.42,5,2026-03-02
1260,197,Laptop,Makassar,19721.5,5,2026-04-03
1261,884,Headset,Makassar,672.77,2,2026-03-12
1262,55,Mouse,Jakarta,418.65,4,2026-05-08
1263,181,Mouse,Jakarta,121.61,3,2026-03-14
1264,215,Monitor,Surabaya,3337.18,4,2026-01-12
1265,107,Webcam,Jakarta,1139.89,2,2026-02-10
1266,805,Laptop,Medan,14178.84,1,2026-03-02
1267,739,Monitor,Makassar,4319.05,4,2026-02-20
1268,766,Webcam,Surabaya,584.05,1,2026-03-25
1269,234,Laptop,Bandung,16852.97,2,2026-04-07
1270,913,Mouse,Jakarta,288.4,4,2026-01-14
1271,912,Monitor,Bandung,2864.66,5,2026-04-27
1272,183,Monitor,Surabaya,2545.62,2,2026-06-11
1273,368,Keyboard,Bandung,636.66,1,2026-06-27
1274,583,Laptop,Surabaya,9638.02,4,2026-04-28
1275,429,Mouse,Surabaya,187.94,3,2026-06-04
1276,161,Webcam,Makassar,1124.46,5,2026-05-22
1277,876,Mouse,Jakarta,264.68,5,2026-05-06
1278,883,Mouse,Makassar,289.4,4,2026-03-13
1279,15,Webcam,Medan,988.94,2,2026-03-05
1280,336,Monitor,Makassar,2889.63,5,2026-02-08
1281,936,Headset,Jakarta,1010.21,1,2026-01-11
1282,482,Webcam,Makassar,426.9,5,2026-04-11
1283,491,Webcam,Jakarta,761.95,2,2026-01-22
1284,572,Laptop,Medan,19399.21,2,2026-04-02
1285,303,Mouse,Jakarta,106.37,3,2026-02-11
1286,721,Monitor,Makassar,4989.15,1,2026-04-27
1287,475,Mouse,Medan,173.98,3,2026-06-10
1288,476,Webcam,Jakarta,1088.31,1,2026-04-09
1289,915,Webcam,Surabaya,824.74,3,2026-04-20
1290,771,Keyboard,Makassar,905.17,2,2026-06-25
1291,83,Headset,Surabaya,1550.79,1,2026-05-12
1292,969,Webcam,Surabaya,1110.38,1,2026-04-09
1293,375,Monitor,Makassar,2163.5,3,2026-02-14
1294,664,Headset,Jakarta,1253.29,2,2026-02-05
1295,343,Mouse,Makassar,145.42,4,2026-05-29
1296,893,Webcam,Bandung,1002.54,2,2026-03-24
1297,362,Keyboard,Makassar,1084.29,3,2026-01-14
1298,65,Keyboard,Surabaya,788.13,5,2026-05-15
1299,850,Laptop,Medan,16517.9,5,2026-03-16
1300,463,Headset,Surabaya,1659.84,1,2026-02-18
1301,914,Monitor,Jakarta,2320.68,2,2026-03-15
1302,982,Laptop,Jakarta,9977.19,1,2026-06-28
1303,152,Monitor,Bandung,5499.97,5,2026-06-10
1304,24,Keyboard,Medan,1460.45,5,2026-02-03
1305,486,Keyboard,Medan,777.02,1,2026-03-16
1306,194,Laptop,Jakarta,18461.52,2,2026-05-14
1307,661,Keyboard,Medan,952.32,3,2026-05-05
1308,608,Webcam,Makassar,1073.53,4,2026-04-28
1309,312,Headset,Bandung,1827.08,3,2026-02-13
1310,809,Keyboard,Bandung,829.52,3,2026-01-13
1311,152,Keyboard,Surabaya,792.7,2,2026-06-08
1312,947,Mouse,Makassar,214.1,2,2026-06-27
1313,927,Webcam,Bandung,529.0,1,2026-01-11
1314,325,Headset,Bandung,1049.51,3,2026-02-17
1315,211,Headset,Jakarta,1431.44,3,2026-02-07
1316,382,Monitor,Makassar,5901.86,5,2026-03-19
1317,125,Laptop,Medan,19172.83,2,2026-04-28
1318,951,Keyboard,Bandung,205.58,5,2026-05-10
1319,340,Webcam,Surabaya,779.13,3,2026-05-27
1320,683,Mouse,Makassar,391.42,4,2026-03-28
1321,706,Laptop,Medan,18802.09,2,2026-06-23
1322,565,Laptop,Surabaya,8297.55,5,2026-02-26
1323,457,Keyboard,Jakarta,624.28,5,2026-06-14
1324,200,Headset,Makassar,677.64,3,2026-02-20
1325,24,Laptop,Makassar,18193.42,1,2026-05-12
1326,404,Mouse,Medan,227.1,5,2026-05-11
1327,967,Laptop,Surabaya,12770.7,4,2026-04-05
1328,396,Keyboard,Jakarta,570.05,3,2026-03-20
1329,457,Headset,Jakarta,666.68,4,2026-04-17
1330,823,Monitor,Surabaya,2655.16,4,2026-04-17
1331,143,Headset,Makassar,446.33,2,2026-03-19
1332,487,Headset,Surabaya,412.4,5,2026-04-07
1333,91,Laptop,Medan,15665.67,3,2026-04-17
1334,180,Headset,Medan,1507.42,2,2026-02-21
1335,191,Monitor,Surabaya,4215.47,1,2026-03-19
1336,855,Headset,Surabaya,1139.97,4,2026-02-27
1337,28,Laptop,Bandung,11152.12,4,2026-02-01
1338,670,Webcam,Surabaya,733.73,4,2026-06-26
1339,661,Mouse,Jakarta,147.74,3,2026-05-07
1340,994,Laptop,Makassar,16946.79,5,2026-05-04
1341,580,Monitor,Surabaya,4511.98,4,2026-06-27
1342,838,Laptop,Surabaya,14150.31,5,2026-01-05
1343,866,Keyboard,Bandung,956.15,2,2026-03-23
1344,473,Webcam,Bandung,685.91,1,2026-03-11
1345,370,Monitor,Surabaya,2194.86,3,2026-05-16
1346,655,Laptop,Makassar,10325.78,2,2026-01-25
1347,614,Mouse,Makassar,229.04,3,2026-06-25
1348,820,Keyboard,Surabaya,1091.08,3,2026-01-25
1349,548,Headset,Surabaya,1699.64,1,2026-02-05
1350,531,Keyboard,Surabaya,1212.45,4,2026-03-29
1351,944,Mouse,Jakarta,187.15,5,2026-02-26
1352,852,Mouse,Makassar,345.37,5,2026-05-17
1353,730,Headset,Jakarta,1009.49,1,2026-01-30
1354,839,Mouse,Jakarta,291.81,3,2026-06-26
1355,372,Mouse,Medan,455.89,5,2026-05-14
1356,782,Keyboard,Bandung,1122.86,1,2026-01-31
1357,228,Mouse,Bandung,375.22,3,2026-02-02
1358,215,Mouse,Jakarta,269.92,1,2026-01-20
1359,20,Monitor,Medan,2170.07,1,2026-01-09
1360,813,Webcam,Makassar,874.54,4,2026-01-31
1361,931,Keyboard,Jakarta,286.12,1,2026-01-25
1362,802,Laptop,Makassar,10464.81,2,2026-02-17
1363,687,Keyboard,Jakarta,318.01,3,2026-05-29
1364,357,Keyboard,Bandung,1311.68,5,2026-03-03
1365,518,Headset,Jakarta,468.48,5,2026-01-04
1366,542,Mouse,Bandung,485.71,2,2026-05-18
1367,5,Webcam,Jakarta,1139.39,5,2026-05-02
1368,376,Webcam,Makassar,548.1,1,2026-02-16
1369,855,Keyboard,Medan,751.32,5,2026-02-28
1370,418,Laptop,Surabaya,9483.38,1,2026-05-14
1371,140,Monitor,Surabaya,4818.92,5,2026-01-11
1372,85,Keyboard,Medan,350.44,3,2026-04-27
1373,615,Webcam,Surabaya,949.64,4,2026-02-27
1374,568,Monitor,Surabaya,5939.85,4,2026-02-18
1375,878,Laptop,Medan,19268.98,3,2026-02-15
1376,14,Webcam,Medan,937.68,4,2026-04-23
1377,536,Webcam,Jakarta,495.37,4,2026-04-13
1378,712,Headset,Jakarta,1560.43,2,2026-01-17
1379,373,Mouse,Surabaya,180.11,4,2026-02-01
1380,239,Monitor,Medan,3114.07,5,2026-06-01
1381,280,Webcam,Medan,684.88,5,2026-04-14
1382,497,Headset,Surabaya,550.54,4,2026-01-28
1383,126,Keyboard,Medan,846.46,2,2026-01-08
1384,102,Webcam,Jakarta,1064.25,4,2026-06-23
1385,28,Mouse,Medan,341.83,3,2026-02-09
1386,311,Headset,Makassar,463.77,1,2026-06-19
1387,770,Headset,Medan,1647.64,2,2026-03-17
1388,678,Monitor,Medan,4019.18,5,2026-03-29
1389,829,Headset,Makassar,330.04,1,2026-04-21
1390,902,Laptop,Medan,13401.39,4,2026-04-24
1391,471,Laptop,Jakarta,10122.43,3,2026-06-30
1392,169,Monitor,Medan,2537.95,4,2026-05-05
1393,783,Laptop,Makassar,16100.29,5,2026-06-25
1394,553,Headset,Medan,1109.05,2,2026-05-10
1395,58,Monitor,Surabaya,3978.76,4,2026-06-07
1396,693,Keyboard,Surabaya,616.63,1,2026-06-01
1397,47,Mouse,Surabaya,239.55,5,2026-01-07
1398,784,Webcam,Surabaya,704.46,4,2026-03-30
1399,366,Monitor,Surabaya,2225.8,2,2026-03-05
1400,241,Webcam,Surabaya,874.03,1,2026-03-20
1401,118,Keyboard,Bandung,225.63,3,2026-01-10
1402,472,Webcam,Medan,854.44,4,2026-03-10
1403,21,Webcam,Medan,870.39,3,2026-04-07
1404,585,Monitor,Surabaya,4290.15,4,2026-01-26
1405,708,Webcam,Bandung,668.77,5,2026-06-20
1406,348,Mouse,Makassar,219.81,4,2026-02-21
1407,509,Webcam,Jakarta,1072.3,5,2026-02-24
1408,295,Keyboard,Jakarta,586.52,5,2026-04-13
1409,824,Mouse,Makassar,397.16,1,2026-05-29
1410,98,Headset,Surabaya,764.72,5,2026-05-16
1411,487,Monitor,Bandung,3389.27,1,2026-06-16
1412,844,Keyboard,Makassar,1245.36,4,2026-06-19
1413,553,Keyboard,Bandung,738.61,3,2026-06-09
1414,528,Monitor,Makassar,2722.4,1,2026-06-10
1415,721,Headset,Bandung,1280.63,2,2026-06-19
1416,986,Webcam,Medan,614.35,5,2026-06-07
1417,874,Monitor,Makassar,4906.46,1,2026-05-14
1418,206,Keyboard,Medan,392.07,2,2026-06-25
1419,784,Keyboard,Medan,733.34,1,2026-06-12
1420,209,Monitor,Surabaya,5294.84,2,2026-03-07
1421,704,Headset,Bandung,989.97,1,2026-02-08
1422,197,Laptop,Bandung,17564.54,3,2026-04-29
1423,498,Headset,Medan,1017.43,1,2026-02-21
1424,164,Keyboard,Bandung,237.88,3,2026-06-18
1425,564,Mouse,Jakarta,485.51,4,2026-01-06
1426,57,Laptop,Surabaya,15219.2,1,2026-04-15
1427,919,Keyboard,Jakarta,715.96,2,2026-03-02
1428,115,Headset,Makassar,1885.99,5,2026-06-20
1429,849,Headset,Makassar,728.07,1,2026-03-02
1430,615,Laptop,Surabaya,11951.43,5,2026-04-10
1431,826,Webcam,Bandung,1148.4,2,2026-02-06
1432,110,Mouse,Bandung,487.97,4,2026-04-15
1433,261,Headset,Jakarta,1133.61,3,2026-06-29
1434,972,Laptop,Surabaya,14548.94,4,2026-06-24
1435,253,Keyboard,Bandung,671.9,3,2026-03-20
1436,22,Webcam,Makassar,427.85,1,2026-06-26
1437,940,Webcam,Bandung,602.39,4,2026-03-21
1438,655,Webcam,Surabaya,1122.53,1,2026-05-17
1439,888,Mouse,Medan,255.39,4,2026-03-07
1440,309,Laptop,Bandung,11569.07,2,2026-04-23
1441,647,Keyboard,Medan,1226.11,3,2026-01-21
1442,843,Monitor,Medan,4947.77,3,2026-04-19
1443,898,Laptop,Bandung,16381.79,5,2026-01-17
1444,361,Monitor,Makassar,4916.93,5,2026-03-25
1445,465,Webcam,Jakarta,1009.58,2,2026-06-11
1446,455,Webcam,Bandung,402.46,2,2026-06-10
1447,313,Keyboard,Makassar,306.9,2,2026-03-05
1448,529,Webcam,Bandung,1077.57,4,2026-03-23
1449,463,Monitor,Bandung,3042.72,5,2026-03-25
1450,819,Keyboard,Bandung,309.72,3,2026-02-16
1451,403,Monitor,Makassar,2897.95,1,2026-05-23
1452,663,Headset,Bandung,1841.64,4,2026-02-20
1453,269,Webcam,Bandung,439.83,5,2026-04-20
1454,615,Keyboard,Bandung,315.78,3,2026-02-13
1455,970,Headset,Jakarta,324.0,5,2026-04-22
1456,792,Monitor,Medan,2474.05,2,2026-02-18
1457,969,Keyboard,Surabaya,1170.38,4,2026-02-03
1458,442,Mouse,Makassar,186.23,3,2026-06-23
1459,194,Monitor,Bandung,3634.1,2,2026-01-08
1460,298,Keyboard,Bandung,1002.98,2,2026-04-05
1461,597,Webcam,Medan,468.59,4,2026-02-04
1462,893,Keyboard,Medan,1092.91,4,2026-04-19
1463,754,Headset,Surabaya,424.19,5,2026-01-16
1464,54,Keyboard,Bandung,812.21,3,2026-06-05
1465,962,Webcam,Makassar,967.65,1,2026-01-02
1466,260,Headset,Makassar,947.59,4,2026-06-21
1467,380,Mouse,Makassar,116.45,2,2026-03-08
1468,174,Headset,Medan,1881.56,4,2026-02-03
1469,92,Keyboard,Makassar,762.81,3,2026-01-30
1470,321,Laptop,Bandung,13990.53,3,2026-04-03
1471,949,Monitor,Surabaya,5611.17,3,2026-06-06
1472,850,Keyboard,Makassar,606.91,2,2026-03-22
1473,755,Monitor,Bandung,4222.7,4,2026-01-14
1474,194,Mouse,Jakarta,191.94,1,2026-05-01
1475,267,Mouse,Medan,274.57,4,2026-01-11
1476,453,Keyboard,Makassar,830.76,4,2026-01-29
1477,867,Webcam,Bandung,498.92,1,2026-02-22
1478,890,Keyboard,Bandung,1285.44,5,2026-03-11
1479,577,Webcam,Makassar,569.92,1,2026-05-15
1480,786,Headset,Bandung,1007.91,1,2026-03-05
1481,787,Monitor,Jakarta,5549.47,1,2026-03-14
1482,698,Webcam,Jakarta,715.34,5,2026-01-28
1483,858,Keyboard,Bandung,237.54,4,2026-06-18
1484,492,Monitor,Surabaya,4376.82,1,2026-03-26
1485,994,Laptop,Makassar,19410.75,3,2026-05-26
1486,133,Mouse,Jakarta,420.62,3,2026-03-24
1487,818,Laptop,Jakarta,14565.87,5,2026-04-08
1488,95,Monitor,Surabaya,2712.04,4,2026-01-23
1489,22,Mouse,Bandung,255.4,4,2026-03-14
1490,663,Webcam,Bandung,496.48,4,2026-04-21
1491,754,Keyboard,Makassar,370.67,1,2026-04-05
1492,525,Mouse,Medan,278.18,4,2026-05-02
1493,275,Headset,Makassar,1019.22,4,2026-04-05
1494,629,Mouse,Medan,352.27,1,2026-01-11
1495,526,Keyboard,Medan,1079.37,2,2026-05-07
1496,540,Webcam,Makassar,467.18,4,2026-04-22
1497,82,Monitor,Surabaya,2594.43,2,2026-06-25
1498,925,Keyboard,Bandung,880.02,3,2026-05-26
1499,49,Headset,Jakarta,1859.41,5,2026-01-28
1500,523,Monitor,Medan,2377.94,5,2026-03-06
1501,364,Keyboard,Makassar,306.3,5,2026-01-05
1502,117,Webcam,Medan,543.64,2,2026-04-11
1503,47,Laptop,Medan,18521.06,3,2026-03-22
1504,602,Webcam,Medan,1005.88,4,2026-06-09
1505,828,Keyboard,Surabaya,1456.74,2,2026-02-24
1506,190,Laptop,Makassar,11111.81,1,2026-04-22
1507,548,Laptop,Jakarta,12739.21,1,2026-02-13
1508,672,Monitor,Medan,4767.22,5,2026-05-05
1509,311,Headset,Makassar,913.24,4,2026-03-19
1510,90,Mouse,Bandung,105.55,1,2026-01-05
1511,713,Mouse,Jakarta,183.69,2,2026-06-16
1512,248,Monitor,Makassar,2763.66,3,2026-04-29
1513,152,Monitor,Medan,2087.27,2,2026-02-09
1514,757,Webcam,Medan,1171.09,4,2026-01-06
1515,881,Monitor,Makassar,2970.52,3,2026-05-26
1516,850,Monitor,Jakarta,3335.4,1,2026-06-11
1517,868,Webcam,Medan,1183.59,4,2026-05-29
1518,611,Webcam,Makassar,1199.22,1,2026-05-05
1519,410,Monitor,Makassar,4364.16,5,2026-06-23
1520,927,Monitor,Bandung,4857.16,5,2026-01-05
1521,433,Headset,Surabaya,1240.53,3,2026-06-15
1522,428,Monitor,Jakarta,3979.16,3,2026-04-25
1523,715,Monitor,Jakarta,2645.33,2,2026-05-01
1524,353,Monitor,Bandung,4030.54,5,2026-06-25
1525,348,Headset,Medan,522.97,3,2026-04-10
1526,983,Monitor,Surabaya,5183.89,2,2026-06-09
1527,213,Keyboard,Jakarta,1067.17,2,2026-02-14
1528,205,Mouse,Makassar,296.87,4,2026-05-07
1529,311,Mouse,Bandung,322.73,1,2026-04-02
1530,903,Keyboard,Surabaya,1080.01,2,2026-05-09
1531,33,Laptop,Surabaya,13167.45,5,2026-02-28
1532,124,Headset,Bandung,1126.82,3,2026-04-01
1533,788,Laptop,Makassar,11209.89,2,2026-06-26
1534,895,Headset,Makassar,1438.13,1,2026-04-23
1535,819,Monitor,Jakarta,5898.64,5,2026-06-06
1536,801,Laptop,Makassar,8503.63,1,2026-02-12
1537,646,Laptop,Bandung,18931.83,2,2026-03-16
1538,726,Monitor,Makassar,3993.56,1,2026-02-09
1539,663,Keyboard,Surabaya,1264.91,1,2026-02-21
1540,450,Monitor,Jakarta,2981.26,4,2026-03-29
1541,294,Headset,Bandung,444.9,3,2026-04-17
1542,370,Webcam,Bandung,521.29,5,2026-04-18
1543,807,Mouse,Bandung,420.71,4,2026-04-15
1544,920,Monitor,Makassar,5178.43,3,2026-01-08
1545,454,Mouse,Jakarta,387.05,5,2026-01-18
1546,87,Keyboard,Surabaya,722.15,2,2026-04-22
1547,63,Monitor,Jakarta,4640.7,2,2026-05-28
1548,60,Webcam,Makassar,1178.13,4,2026-04-13
1549,908,Webcam,Makassar,1098.84,3,2026-03-30
1550,9,Keyboard,Makassar,993.52,2,2026-06-29
1551,414,Monitor,Bandung,5550.32,5,2026-06-08
1552,668,Monitor,Surabaya,5550.7,4,2026-02-20
1553,903,Keyboard,Jakarta,248.06,3,2026-04-10
1554,743,Webcam,Bandung,816.38,5,2026-03-14
1555,219,Laptop,Makassar,14621.43,5,2026-03-29
1556,776,Webcam,Bandung,418.74,5,2026-06-01
1557,265,Mouse,Surabaya,390.6,5,2026-01-29
1558,750,Laptop,Surabaya,11117.08,5,2026-04-01
1559,127,Laptop,Jakarta,13384.84,5,2026-01-02
1560,465,Keyboard,Bandung,1247.0,5,2026-05-25
1561,732,Webcam,Makassar,1075.6,2,2026-03-31
1562,307,Keyboard,Makassar,1074.16,4,2026-05-14
1563,756,Mouse,Jakarta,231.14,5,2026-02-19
1564,843,Keyboard,Medan,327.38,4,2026-04-16
1565,84,Laptop,Jakarta,13098.64,2,2026-05-02
1566,220,Monitor,Jakarta,3477.18,5,2026-04-14
1567,603,Headset,Makassar,1624.0,3,2026-05-30
1568,511,Webcam,Medan,1197.21,4,2026-04-17
1569,844,Mouse,Bandung,302.31,4,2026-04-28
1570,133,Webcam,Makassar,1090.62,1,2026-06-27
1571,218,Monitor,Medan,2130.43,2,2026-05-24
1572,379,Laptop,Makassar,18227.81,1,2026-01-31
1573,379,Headset,Surabaya,368.48,2,2026-01-31
1574,381,Keyboard,Surabaya,594.24,4,2026-01-08
1575,811,Mouse,Bandung,413.52,4,2026-01-13
1576,960,Keyboard,Surabaya,480.26,4,2026-01-01
1577,126,Headset,Surabaya,414.86,1,2026-04-17
1578,493,Headset,Surabaya,1261.8,3,2026-04-07
1579,487,Webcam,Makassar,506.25,2,2026-05-10
1580,652,Monitor,Medan,4668.88,2,2026-03-25
1581,92,Headset,Makassar,996.37,2,2026-04-12
1582,348,Headset,Jakarta,1928.74,4,2026-03-13
1583,662,Laptop,Bandung,16486.5,5,2026-06-11
1584,816,Webcam,Surabaya,848.84,1,2026-06-14
1585,573,Laptop,Bandung,19462.02,5,2026-05-28
1586,776,Laptop,Makassar,14261.05,4,2026-05-09
1587,919,Laptop,Jakarta,15899.05,5,2026-02-16
1588,986,Laptop,Surabaya,17441.08,2,2026-06-30
1589,860,Headset,Medan,443.9,5,2026-06-05
1590,329,Monitor,Makassar,2179.93,1,2026-03-29
1591,448,Mouse,Medan,109.62,5,2026-03-23
1592,392,Keyboard,Jakarta,349.04,1,2026-05-19
1593,173,Keyboard,Bandung,437.47,1,2026-02-09
1594,315,Monitor,Bandung,2235.65,3,2026-02-16
1595,28,Webcam,Jakarta,638.42,1,2026-03-23
1596,146,Monitor,Surabaya,3031.74,1,2026-01-14
1597,208,Mouse,Makassar,334.41,4,2026-05-11
1598,771,Headset,Medan,1913.91,3,2026-01-16
1599,326,Monitor,Makassar,3628.31,4,2026-01-08
1600,418,Webcam,Bandung,1130.99,1,2026-03-10
1601,568,Headset,Jakarta,718.74,5,2026-06-16
1602,805,Mouse,Surabaya,327.3,4,2026-01-22
1603,867,Webcam,Makassar,562.77,2,2026-04-06
1604,554,Mouse,Bandung,315.01,4,2026-05-23
1605,463,Laptop,Jakarta,17751.72,5,2026-03-16
1606,669,Mouse,Jakarta,124.07,4,2026-03-11
1607,613,Keyboard,Medan,1499.01,2,2026-05-30
1608,861,Headset,Surabaya,377.32,5,2026-05-25
1609,72,Keyboard,Jakarta,713.9,1,2026-02-05
1610,743,Headset,Surabaya,1793.07,2,2026-06-06
1611,517,Keyboard,Surabaya,1025.72,4,2026-03-11
1612,252,Webcam,Surabaya,673.3,4,2026-06-03
1613,337,Laptop,Bandung,15757.32,1,2026-06-05
1614,488,Laptop,Jakarta,16072.48,4,2026-05-23
1615,917,Webcam,Medan,1009.97,5,2026-01-21
1616,807,Webcam,Jakarta,830.92,4,2026-06-22
1617,127,Keyboard,Medan,1275.71,3,2026-04-10
1618,182,Webcam,Jakarta,499.81,3,2026-02-19
1619,456,Laptop,Bandung,16917.73,3,2026-06-24
1620,944,Webcam,Surabaya,553.21,5,2026-06-10
1621,311,Webcam,Bandung,587.41,4,2026-04-03
1622,38,Keyboard,Medan,1375.86,5,2026-02-23
1623,8,Mouse,Medan,144.38,3,2026-05-26
1624,513,Monitor,Bandung,4207.14,5,2026-06-22
1625,699,Headset,Makassar,598.4,5,2026-02-02
1626,764,Laptop,Bandung,11115.49,5,2026-02-28
1627,903,Headset,Surabaya,626.15,1,2026-06-27
1628,695,Headset,Makassar,729.97,5,2026-04-27
1629,3,Monitor,Jakarta,5415.44,3,2026-04-21
1630,865,Monitor,Surabaya,2486.87,5,2026-04-30
1631,508,Keyboard,Makassar,1186.73,2,2026-01-13
1632,285,Monitor,Makassar,3795.45,1,2026-04-11
1633,200,Keyboard,Jakarta,1344.13,1,2026-02-27
1634,707,Monitor,Jakarta,5667.98,2,2026-02-12
1635,338,Keyboard,Jakarta,1013.79,1,2026-01-08
1636,492,Monitor,Jakarta,4370.12,3,2026-03-06
1637,254,Laptop,Medan,10860.31,3,2026-01-14
1638,842,Keyboard,Makassar,1232.34,1,2026-06-03
1639,635,Monitor,Jakarta,4501.4,5,2026-02-01
1640,88,Laptop,Jakarta,12528.74,1,2026-02-02
1641,64,Monitor,Jakarta,3205.88,4,2026-01-17
1642,105,Webcam,Jakarta,847.41,3,2026-04-08
1643,412,Laptop,Makassar,17023.56,2,2026-06-03
1644,807,Webcam,Makassar,408.49,4,2026-04-29
1645,815,Monitor,Makassar,4476.92,3,2026-06-16
1646,961,Webcam,Jakarta,763.26,3,2026-05-31
1647,198,Laptop,Jakarta,8147.46,1,2026-06-01
1648,809,Mouse,Makassar,150.39,5,2026-03-07
1649,364,Monitor,Medan,4898.49,4,2026-02-17
1650,249,Mouse,Jakarta,124.2,3,2026-05-30
1651,447,Headset,Surabaya,829.02,5,2026-02-07
1652,151,Monitor,Surabaya,4413.32,3,2026-04-05
1653,994,Laptop,Makassar,15037.28,2,2026-01-15
1654,244,Headset,Makassar,1759.79,4,2026-03-30
1655,201,Mouse,Bandung,414.11,3,2026-02-18
1656,684,Monitor,Medan,4399.05,3,2026-05-29
1657,580,Keyboard,Makassar,589.52,3,2026-02-11
1658,108,Monitor,Jakarta,3983.72,1,2026-06-13
1659,229,Webcam,Bandung,773.23,2,2026-03-03
1660,493,Webcam,Surabaya,1045.82,4,2026-02-22
1661,410,Mouse,Jakarta,245.13,1,2026-04-02
1662,31,Headset,Jakarta,542.08,4,2026-02-19
1663,647,Headset,Surabaya,374.64,1,2026-02-20
1664,203,Keyboard,Bandung,484.63,3,2026-02-14
1665,348,Headset,Bandung,603.52,1,2026-02-15
1666,864,Keyboard,Jakarta,227.29,2,2026-04-08
1667,671,Laptop,Surabaya,19233.37,3,2026-04-27
1668,246,Keyboard,Surabaya,1059.18,5,2026-06-09
1669,903,Monitor,Jakarta,2473.97,2,2026-02-18
1670,197,Headset,Medan,1480.4,3,2026-06-03
